pitcher_id,n_swings,mean_disruption_tax,mean_spatial_distortion_tax,mean_distortion_tax,mean_selection_tax,mean_distortion_share,mean_adjusted_disruption_tax,mean_miss_distortion_tax,mean_decision_cost
605400,2681,-0.013341487380986197,-0.009792975291660923,-0.011036822908396148,-0.002304664472590046,0.6977293337779086,-0.02100817051833326,-0.003413713452101213,-0.09228549601050356
642546,399,-0.015723681979492796,-0.009314738836926208,-0.010921243945731216,-0.004802438033761577,0.6683332140979323,-0.021162988992945917,-0.003553042633772068,-0.10534279316650959
656557,1768,-0.016371549546369255,-0.008202941090833069,-0.010502845964932134,-0.005868703581437117,0.7243707196121667,-0.021795251379507108,-0.003676889401095463,-0.10624364016051482
656638,354,-0.014034382158164176,-0.009441291378936945,-0.010497104341442562,-0.003537277816721613,0.7362763910251475,-0.024749390282942627,-0.004040330312836514,-0.09273131360526819
642048,508,-0.012760845009848741,-0.00950316146062486,-0.010480490144087069,-0.0022803548657616747,0.718248513986854,-0.022135792042029305,-0.004539607024437156,-0.09129894517622059
598286,222,-0.011670363836759678,-0.009339287700793229,-0.010414685973102583,-0.001255677863657097,0.6618648752597405,-0.02041208090253856,-0.004510873459584031,-0.10371289163842597
656427,2746,-0.016466700884240817,-0.00906693910737602,-0.01026680997942619,-0.006199890904814628,0.6146357222614387,-0.02393398014428604,-0.0031741732647186977,-0.09468455537883054
656266,62,-0.012310998512485353,-0.007434391844787171,-0.00974670683475268,-0.002564291677732674,0.7238816579043912,-0.0144706175964349,-0.0014444778789968636,-0.11962649486322872
607481,934,-0.017059881157792185,-0.007870173073713098,-0.009682364166933416,-0.00737751699085877,0.7075972560121282,-0.02465891221130088,-0.0038851082310549625,-0.09093195488992654
592741,91,-0.004576893475472711,-0.009820151937535031,-0.009662646616372122,0.005085753140899412,0.6988770024763435,-0.011252820292633631,-0.005968600393133368,-0.08991424445796521
664849,285,-0.014992888956278387,-0.007671557738341507,-0.009659302824959895,-0.005333586131318491,0.7557257551901607,-0.025543785090016757,-0.004825626587455173,-0.09051936659807003
685314,273,-0.01104274282030345,-0.008425565836882271,-0.00957064506959916,-0.0014720977507042886,0.7257113083989225,-0.021976718145113726,-0.005642028422083495,-0.0955129019954897
650911,3169,-0.017143277099280384,-0.007829174513877591,-0.009564656279376983,-0.007578620819903402,0.6916509982642706,-0.021727420915306862,-0.0034188621445917088,-0.10327722588431507
502171,527,-0.015272791856553763,-0.00744337679941818,-0.00934614033636639,-0.00592665152018737,0.7277660545196041,-0.02417587134772538,-0.004129041806980467,-0.09203376722669548
596271,311,-0.012731037436316242,-0.007967811655535196,-0.0093173976313346,-0.0034136398049816425,0.7013381110427229,-0.017385983543204846,-0.003854930728427458,-0.10727079647868622
573009,632,-0.01037845294642037,-0.007818436642478577,-0.009216697812085138,-0.0011617551343352317,0.7378801199188442,-0.015170055403201502,-0.003510422399209585,-0.0989837608259994
657053,688,-0.012713478611568763,-0.007955448721797494,-0.00905251784328532,-0.003660960768283442,0.6991892088689391,-0.02140080421500556,-0.0023821675283516646,-0.09116584069983036
622786,421,-0.013826411853862372,-0.007324719565410188,-0.00887827613651773,-0.00494813571734464,0.6669261130234501,-0.019264345223217755,-0.0031602139450242856,-0.10213408075497377
642207,897,-0.012130246040326675,-0.007537692351330346,-0.00882922495824731,-0.003301021082079366,0.6564861455432297,-0.025980523053065332,-0.005085488691881806,-0.07230355543165302
668678,2893,-0.01293417087178421,-0.007843660387256958,-0.008804711333906515,-0.004129459537877698,0.6017024961573101,-0.02225710781974082,-0.0029170850041769347,-0.08908921503482571
605130,1118,-0.012942678835153845,-0.00738986722345831,-0.008785637441579053,-0.004157041393574791,0.680095356638897,-0.02166038006473598,-0.004694502896677722,-0.09221528353004703
552640,973,-0.011679885055824084,-0.007427883287655804,-0.008769768056247663,-0.002910116999576419,0.665738699406553,-0.01897208579631164,-0.0007702440055395406,-0.09424326357899872
502179,93,-0.004187346534624542,-0.005948168902605944,-0.00868852874758605,0.004501182212961507,0.6674462325448237,-0.010605442281799816,-0.0019818072462104166,-0.10146511157639004
663558,76,-0.015083382194420314,-0.007611006169614121,-0.008563109976003803,-0.006520272218416511,0.6088896161884951,-0.02745696263232673,-0.005705254986909354,-0.08872852476000964
669203,2346,-0.011497655043479665,-0.007479294733803735,-0.008524402621943537,-0.0029732524215361276,0.6493893610752215,-0.02012689172225877,-0.0035380300193499255,-0.09454117020376245
686228,98,-0.012612496013514527,-0.006801665079869504,-0.008434807429076308,-0.004177688584438217,0.6738618275249724,-0.02275513098577061,-0.0021428475899059256,-0.10034547297284677
622503,288,-0.012260521384021778,-0.007037974849098231,-0.008163834208320113,-0.004096687175701666,0.6655510034911706,-0.019177929360394568,-0.002872763727740429,-0.0956591508908161
813349,156,-0.010666705611242087,-0.007694557149924118,-0.008161670029172426,-0.00250503558206966,0.7146551395900304,-0.019126202842117194,-0.0039013117249233117,-0.08687228128568135
