batter_id,n_swings,mean_disruption_tax,mean_spatial_distortion_tax,mean_distortion_tax,mean_selection_tax,mean_distortion_share,mean_adjusted_disruption_tax,mean_miss_distortion_tax,mean_decision_cost
668472,176,-0.021659048288171168,-0.003273137894191031,-0.004682718724287917,-0.016976329563883254,0.4936300545956269,-0.031278332631004484,-0.0027020840710849517,-0.07394521956717977
694362,163,-0.01212656234431992,-0.003361239900263839,-0.004631792584471304,-0.007494769759848616,0.628319702536441,-0.02197877344851323,-0.005040353637318459,-0.08387164875571307
687957,94,-0.016608855940926513,-0.002569855986600463,-0.0045822112358961335,-0.012026644705030377,0.4825374416723542,-0.025903340329998723,0.0006778455137577633,-0.08585226485981248
691176,1013,-0.015725889795401557,-0.0023052066481538966,-0.004570787924081691,-0.011155101871319868,0.6194471010476578,-0.024720226184745224,-0.003994515121788452,-0.08229576470036817
596847,127,-0.0039021573305711627,-0.003947990094650103,-0.004558978511894446,0.0006568211813232832,0.5458991322600778,-0.010018112182247319,-0.006509358768378433,-0.10549615236082144
676356,804,-0.005097423404992761,-0.0035898541886295343,-0.004526656921028981,-0.0005707664839637803,0.5734936130803947,-0.017051097521452792,-0.005183096603284468,-0.07768487078887412
660707,793,-0.014566915326931178,-0.002561412416088645,-0.004502265954557857,-0.01006464937237332,0.642981298533016,-0.02540092823103013,-0.0025667707350521597,-0.07289108044161159
680911,181,-0.012988026967933301,-0.0025973498794702897,-0.004454390163853531,-0.008533636804079769,0.6289559160834077,-0.021800697389193248,-0.002962998381017948,-0.080643426443418
808975,319,-0.02334194386632726,-0.00219532772762874,-0.0044276868812756585,-0.0189142569850516,0.46948304910202987,-0.031939165256218205,-0.0011858092632441649,-0.08301674807850086
677956,188,-0.019947904992950523,-0.002480179520267622,-0.004313788778798508,-0.015634116214152016,0.53796343997481,-0.026302110531377206,-0.0026206317841065588,-0.0750684023671942
623912,790,-0.022965109355502732,-0.0025166376798594035,-0.0040815581674513365,-0.018883551188051396,0.3736948871338868,-0.034933920034436294,-0.002976568861863742,-0.06979282555622443
680769,52,-0.015469621917294464,-0.0012031948686089464,-0.004049286428817927,-0.011420335488476537,0.5925851679708699,-0.030385272039048915,0.0027478915170719783,-0.07164640056156574
677551,179,-0.008257317709849527,-0.0030978366994587106,-0.004046089192952987,-0.0042112285168965395,0.5812941645476352,-0.014423110611196834,-0.004033872195400713,-0.09942868098711814
647351,1129,-0.006994657582833598,-0.0028494707727651624,-0.004044456364749312,-0.0029502012180842867,0.680141735786978,-0.01696822379336558,-0.002740562817166587,-0.08245938096967446
695506,423,-0.007988275885284023,-0.002253871005284685,-0.004039962963423655,-0.003948312921860367,0.6555324336774714,-0.025494527038434488,-0.0023168641375348703,-0.06125145188588657
669016,1803,-0.0187511591530441,-0.0016394455110033757,-0.0040281965261079996,-0.014722962626936103,0.5162230155349299,-0.031885098536653014,-0.00208645198120693,-0.08068874284455302
701675,125,-0.016007791481618534,-0.002731737268859381,-0.004008068625812639,-0.011999722855805894,0.509987724493411,-0.027142242646473688,-0.00432375474450382,-0.07515156460925566
